ncbi_taxon_id_left,aphia_id_left,species_canonical,synonyms,subspecies_left,target_list_status_left,sequencing_status_left,status_left,publication_id_left,rank_left,isMarine_left,isBrackish_left,isFreshwater_left,isTerrestrial_left,isExtinct_left,modified_left,spec_code,order_left,family_x_left,Genus,authority_left,FBname,DemersPelag,Subfamily,depth_min_in_m,depth_max_in_m,common_depth_min,common_depth_max,length_max_in_cm,common_length_in_cm,weight_max_in_g,TempMin,TempMax,__norm_name_left,__aphia,__ncbi_left,ncbi_taxon_id_right,species,subspecies_right,family_x_right,target_list_status_right,sequencing_status_right,synonym,publication_id_right,aphia_id_right,url,scientificname,authority_right,status_right,rank_right,valid_AphiaID,valid_name,order_right,family_y,genus,isMarine_right,isBrackish_right,isFreshwater_right,isTerrestrial_right,isExtinct_right,modified_right,aphia_id_effective,__norm_name_right,__ncbi_right,__source_index,__match_type
212737,105899,Centrophorus granulosus,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,648.0,Squaliformes,Centrophoridae,Centrophorus,"(Bloch & Schneider, 1801)",Gulper shark,bathydemersal,,50.0,1500.0,200.0,600.0,170.0,,,,,centrophorus granulosus,105899,212737,212737,Centrophorus granulosus,-,Centrophoridae,long_list,-,-,-,105899.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105899,Centrophorus granulosus,"(Bloch & Schneider, 1801)",accepted,Species,105899.0,Centrophorus granulosus,Squaliformes,Centrophoridae,Centrophorus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105899.0,centrophorus granulosus,212737,19344,aphia
1114295,105900,Centrophorus lusitanicus,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,650.0,Squaliformes,Centrophoridae,Centrophorus,"Barbosa du Bocage & de Brito Capello, 1864",Lowfin gulper shark,bathydemersal,,300.0,1400.0,,,160.0,,,,,centrophorus lusitanicus,105900,1114295,1114295,Centrophorus lusitanicus,-,Centrophoridae,long_list,-,-,-,105900.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105900,Centrophorus lusitanicus,"Barbosa du Bocage & de Brito Capello, 1864",accepted,Species,105900.0,Centrophorus lusitanicus,Squaliformes,Centrophoridae,Centrophorus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105900.0,centrophorus lusitanicus,1114295,19349,aphia
335027,105901,Centrophorus squamosus,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,653.0,Squaliformes,Centrophoridae,Centrophorus,"(Bonnaterre, 1788)",Leafscale gulper shark,bathydemersal,,145.0,2400.0,,,164.0,,,,,centrophorus squamosus,105901,335027,335027,Centrophorus squamosus,-,Centrophoridae,long_list,-,-,-,105901.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105901,Centrophorus squamosus,"(Bonnaterre, 1788)",accepted,Species,105901.0,Centrophorus squamosus,Squaliformes,Centrophoridae,Centrophorus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105901.0,centrophorus squamosus,335027,19351,aphia
495836,105902,Centrophorus uyato,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2020-04-23 08:42:40,655.0,Squaliformes,Centrophoridae,Centrophorus,"(Rafinesque, 1810)",Little gulper shark,bathydemersal,,50.0,1400.0,200.0,,110.0,,7340.0,,,centrophorus uyato,105902,495836,495836,Centrophorus uyato,-,Centrophoridae,long_list,-,-,-,105902.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105902,Centrophorus uyato,"(Rafinesque, 1810)",accepted,Species,105902.0,Centrophorus uyato,Squaliformes,Centrophoridae,Centrophorus,1.0,0.0,0.0,0.0,,2020-04-23T08:42:40.887Z,105902.0,centrophorus uyato,495836,19353,aphia
473361,105904,Deania hystricosa,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,671.0,Squaliformes,Centrophoridae,Deania,"(Garman, 1906)",Rough longnose dogfish,bathydemersal,,600.0,1394.0,,,84.0,,,,,deania hystricosa,105904,473361,473361,Deania hystricosa,-,Centrophoridae,long_list,-,-,-,105904.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105904,Deania hystricosa,"(Garman, 1906)",accepted,Species,105904.0,Deania hystricosa,Squaliformes,Centrophoridae,Deania,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105904.0,deania hystricosa,473361,19356,aphia
876118,105905,Deania profundorum,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,672.0,Squaliformes,Centrophoridae,Deania,"(Smith & Radcliffe, 1912)",Arrowhead dogfish,bathydemersal,,205.0,1800.0,,,110.0,,,,,deania profundorum,105905,876118,876118,Deania profundorum,-,Centrophoridae,long_list,-,-,-,105905.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105905,Deania profundorum,"(Smith & Radcliffe, 1912)",accepted,Species,105905.0,Deania profundorum,Squaliformes,Centrophoridae,Deania,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105905.0,deania profundorum,876118,19357,aphia
170813,105906,Centroscyllium fabricii,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,656.0,Squaliformes,Etmopteridae,Centroscyllium,"(Reinhardt, 1825)",Black dogfish,bathydemersal,,,,180.0,2250.0,107.0,84.0,,1.0,4.6,centroscyllium fabricii,105906,170813,170813,Centroscyllium fabricii,-,Etmopteridae,long_list,-,-,-,105906.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105906,Centroscyllium fabricii,"(Reinhardt, 1825)",accepted,Species,105906.0,Centroscyllium fabricii,Squaliformes,Etmopteridae,Centroscyllium,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105906.0,centroscyllium fabricii,170813,19365,aphia
455296,105907,Centroscymnus coelolepis,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,662.0,Squaliformes,Somniosidae,Centroscymnus,"Barbosa du Bocage & de Brito Capello, 1864",Portuguese dogfish,bathydemersal,,128.0,3700.0,400.0,2000.0,121.0,92.0,10100.0,5.0,13.0,centroscymnus coelolepis,105907,455296,455296,Centroscymnus coelolepis,-,Somniosidae,long_list,-,-,-,105907.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105907,Centroscymnus coelolepis,"Barbosa du Bocage & de Brito Capello, 1864",accepted,Species,105907.0,Centroscymnus coelolepis,Squaliformes,Somniosidae,Centroscymnus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105907.0,centroscymnus coelolepis,455296,19409,aphia
170817,105910,Dalatias licha,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,669.0,Squaliformes,Dalatiidae,Dalatias,"(Bonnaterre, 1788)",Kitefin shark,bathydemersal,,37.0,1800.0,300.0,600.0,182.0,,,,,dalatias licha,105910,170817,170817,Dalatias licha,-,Dalatiidae,long_list,-,-,-,105910.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105910,Dalatias licha,"(Bonnaterre, 1788)",accepted,Species,105910.0,Dalatias licha,Squaliformes,Dalatiidae,Dalatias,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105910.0,dalatias licha,170817,19359,aphia
473364,105911,Etmopterus princeps,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,683.0,Squaliformes,Etmopteridae,Etmopterus,"Collett, 1904",Great lanternshark,bathydemersal,,300.0,2213.0,300.0,2000.0,94.0,,,,,etmopterus princeps,105911,473364,473364,Etmopterus princeps,-,Etmopteridae,long_list,-,-,-,105911.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105911,Etmopterus princeps,"Collett, 1904",accepted,Species,105911.0,Etmopterus princeps,Squaliformes,Etmopteridae,Etmopterus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105911.0,etmopterus princeps,473364,19391,aphia
495852,105912,Etmopterus pusillus,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,684.0,Squaliformes,Etmopteridae,Etmopterus,"(Lowe, 1839)",Smooth lanternshark,bathydemersal,,0.0,1120.0,400.0,700.0,50.0,,,,,etmopterus pusillus,105912,495852,495852,Etmopterus pusillus,-,Etmopteridae,long_list,-,-,-,105912.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105912,Etmopterus pusillus,"(Lowe, 1839)",accepted,Species,105912.0,Etmopterus pusillus,Squaliformes,Etmopteridae,Etmopterus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105912.0,etmopterus pusillus,495852,19393,aphia
648166,105913,Etmopterus spinax,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,687.0,Squaliformes,Etmopteridae,Etmopterus,"(Linnaeus, 1758)",Velvet belly,bathydemersal,,70.0,2490.0,200.0,500.0,60.0,45.0,850.0,,,etmopterus spinax,105913,648166,648166,Etmopterus spinax,-,Etmopteridae,long_list,-,-,-,105913.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105913,Etmopterus spinax,"(Linnaeus, 1758)",accepted,Species,105913.0,Etmopterus spinax,Squaliformes,Etmopteridae,Etmopterus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105913.0,etmopterus spinax,648166,19400,aphia
1016941,105914,Oxynotus centrina,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,718.0,Squaliformes,Oxynotidae,Oxynotus,"(Linnaeus, 1758)",Angular roughshark,bathydemersal,,60.0,1309.0,,,150.0,55.0,,,,oxynotus centrina,105914,1016941,1016941,Oxynotus centrina,-,Oxynotidae,long_list,-,-,-,105914.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105914,Oxynotus centrina,"(Linnaeus, 1758)",accepted,Species,105914.0,Oxynotus centrina,Squaliformes,Oxynotidae,Oxynotus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105914.0,oxynotus centrina,1016941,19407,aphia
862900,105915,Oxynotus paradoxus,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,719.0,Squaliformes,Oxynotidae,Oxynotus,"Frade, 1929",Sailfin roughshark,bathydemersal,,265.0,1044.0,,,120.0,85.0,,,,oxynotus paradoxus,105915,862900,862900,Oxynotus paradoxus,-,Oxynotidae,long_list,-,-,-,105915.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105915,Oxynotus paradoxus,"Frade, 1929",accepted,Species,105915.0,Oxynotus paradoxus,Squaliformes,Oxynotidae,Oxynotus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105915.0,oxynotus paradoxus,862900,19408,aphia
862902,105918,Scymnodon ringens,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,700.0,Squaliformes,Somniosidae,Scymnodon,"Barbosa du Bocage & de Brito Capello, 1864",Knifetooth dogfish,bathypelagic,,200.0,1600.0,550.0,1450.0,110.0,,,,,scymnodon ringens,105918,862902,862902,Scymnodon ringens,-,Somniosidae,long_list,-,-,-,105918.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105918,Scymnodon ringens,"Barbosa du Bocage & de Brito Capello, 1864",accepted,Species,105918.0,Scymnodon ringens,Squaliformes,Somniosidae,Scymnodon,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105918.0,scymnodon ringens,862902,19415,aphia
191813,105919,Somniosus microcephalus,[],-,long_list,-,accepted,-,Species,1.0,1.0,0.0,0.0,,2008-01-15 17:27:08,138.0,Squaliformes,Somniosidae,Somniosus,"(Bloch & Schneider, 1801)",Greenland shark,benthopelagic,,0.0,2992.0,200.0,600.0,427.0,,,-1.8,17.2,somniosus microcephalus,105919,191813,191813,Somniosus microcephalus,-,Somniosidae,long_list,-,-,-,105919.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105919,Somniosus microcephalus,"(Bloch & Schneider, 1801)",accepted,Species,105919.0,Somniosus microcephalus,Squaliformes,Somniosidae,Somniosus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105919.0,somniosus microcephalus,191813,19417,aphia
263719,105920,Somniosus rostratus,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,704.0,Squaliformes,Somniosidae,Somniosus,"(Risso, 1827)",Little sleeper shark,bathydemersal,,200.0,1330.0,,,143.0,100.0,,,,somniosus rostratus,105920,263719,263719,Somniosus rostratus,-,Somniosidae,long_list,-,-,-,105920.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105920,Somniosus rostratus,"(Risso, 1827)",accepted,Species,105920.0,Somniosus rostratus,Squaliformes,Somniosidae,Somniosus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105920.0,somniosus rostratus,263719,19419,aphia
1213714,105921,Squaliolus laticaudus,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,705.0,Squaliformes,Dalatiidae,Squaliolus,"Smith & Radcliffe, 1912",Spined pygmy shark,bathypelagic,,200.0,1200.0,,,22.0,,,,,squaliolus laticaudus,105921,1213714,1213714,Squaliolus laticaudus,-,Dalatiidae,long_list,-,-,-,105921.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105921,Squaliolus laticaudus,"Smith & Radcliffe, 1912",accepted,Species,105921.0,Squaliolus laticaudus,Squaliformes,Dalatiidae,Squaliolus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105921.0,squaliolus laticaudus,1213714,19363,aphia
862826,105922,Echinorhinus brucus,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,641.0,Echinorhiniformes,Echinorhinidae,Echinorhinus,"(Bonnaterre, 1788)",Bramble shark,bathydemersal,,10.0,900.0,350.0,900.0,310.0,200.0,,,,echinorhinus brucus,105922,862826,862826,Echinorhinus brucus,-,Echinorhinidae,long_list,-,-,-,105922.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105922,Echinorhinus brucus,"(Bonnaterre, 1788)",accepted,Species,105922.0,Echinorhinus brucus,Echinorhiniformes,Echinorhinidae,Echinorhinus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105922.0,echinorhinus brucus,862826,18893,aphia
7797,105923,Squalus acanthias,[],-,long_list,-,accepted,-,Species,1.0,1.0,0.0,0.0,,2008-01-15 17:27:08,139.0,Squaliformes,Squalidae,Squalus,"Linnaeus, 1758",Picked dogfish,bathydemersal,,0.0,1978.0,50.0,300.0,160.0,100.0,9100.0,7.0,15.0,squalus acanthias,105923,7797,7797,Squalus acanthias,-,Squalidae,long_list,-,-,-,105923.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105923,Squalus acanthias,"Linnaeus, 1758",accepted,Species,105923.0,Squalus acanthias,Squaliformes,Squalidae,Squalus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105923.0,squalus acanthias,7797,19424,aphia
934694,105924,Squalus blainville,[],-,long_list,-,accepted,-,Species,1.0,1.0,0.0,0.0,,2008-01-15 17:27:08,708.0,Squaliformes,Squalidae,Squalus,"(Risso, 1827)",Longnose spurdog,demersal,,15.0,1500.0,,,121.599998474121,,7262.0,11.0,18.0,squalus blainville,105924,934694,934694,Squalus blainville,-,Squalidae,long_list,-,-,-,105924.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105924,Squalus blainville,"(Risso, 1827)",accepted,Species,105924.0,Squalus blainville,Squaliformes,Squalidae,Squalus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105924.0,squalus blainville,934694,19428,aphia
335062,105925,Squalus megalops,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,711.0,Squaliformes,Squalidae,Squalus,"(MacLeay, 1881)",Shortnose spurdog,demersal,,30.0,750.0,80.0,300.0,72.0,,,9.0,23.0,squalus megalops,105925,335062,335062,Squalus megalops,-,Squalidae,long_list,-,-,-,105925.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105925,Squalus megalops,"(MacLeay, 1881)",accepted,Species,105925.0,Squalus megalops,Squaliformes,Squalidae,Squalus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105925.0,squalus megalops,335062,19441,aphia
661032,105926,Squatina aculeata,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,725.0,Squatiniformes,Squatinidae,Squatina,"Cuvier, 1829",Sawback angelshark,demersal,,30.0,500.0,,,188.0,100.0,40000.0,,,squatina aculeata,105926,661032,661032,Squatina aculeata,-,Squatinidae,long_list,-,-,-,105926.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105926,Squatina aculeata,"Cuvier, 1829",accepted,Species,105926.0,Squatina aculeata,Squatiniformes,Squatinidae,Squatina,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105926.0,squatina aculeata,661032,19448,aphia
661040,105927,Squatina oculata,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,735.0,Squatiniformes,Squatinidae,Squatina,"Bonaparte, 1840",Smoothback angelshark,demersal,,5.0,500.0,50.0,100.0,160.0,120.0,,,,squatina oculata,105927,661040,661040,Squatina oculata,-,Squatinidae,long_list,-,-,-,105927.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105927,Squatina oculata,"Bonaparte, 1840",accepted,Species,105927.0,Squatina oculata,Squatiniformes,Squatinidae,Squatina,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,105927.0,squatina oculata,661040,19463,aphia
263718,105928,Squatina squatina,[],-,long_list,-,accepted,-,Species,1.0,1.0,0.0,0.0,,2020-09-24 06:35:24,736.0,Squatiniformes,Squatinidae,Squatina,"(Linnaeus, 1758)",Angelshark,demersal,,5.0,150.0,,,183.0,150.0,80000.0,,,squatina squatina,105928,263718,263718,Squatina squatina,-,Squatinidae,long_list,-,-,-,105928.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105928,Squatina squatina,"(Linnaeus, 1758)",accepted,Species,105928.0,Squatina squatina,Squatiniformes,Squatinidae,Squatina,1.0,1.0,0.0,0.0,,2020-09-24T06:35:24.693Z,105928.0,squatina squatina,263718,19465,aphia
42330,126276,Acipenser naccarii,[],-,long_list,-,superseded combination,-,Species,1.0,1.0,1.0,0.0,,2025-05-30 16:21:57,2504.0,Acipenseriformes,Acipenseridae,Acipenser,"Bonaparte, 1836",Adriatic sturgeon,demersal,Acipenserinae,10.0,40.0,,,200.0,,25000.0,,,acipenser naccarii,126276,42330,42330,Acipenser naccarii,-,Acipenseridae,long_list,-,-,-,126276.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126276,Acipenser naccarii,"Bonaparte, 1836",superseded combination,Species,1815705.0,Huso naccarii,Acipenseriformes,Acipenseridae,Acipenser,1.0,1.0,1.0,0.0,,2025-05-30T16:21:57.263Z,1815705.0,acipenser naccarii,42330,8278,aphia
61967,126277,Acipenser nudiventris,[],-,long_list,-,superseded combination,-,Species,1.0,1.0,1.0,0.0,,2025-05-30 16:21:57,2505.0,Acipenseriformes,Acipenseridae,Acipenser,"Lovetsky, 1828",Fringebarbel sturgeon,demersal,Acipenserinae,30.0,60.0,,,211.0,132.0,80000.0,10.0,20.0,acipenser nudiventris,126277,61967,61967,Acipenser nudiventris,-,Acipenseridae,long_list,-,-,-,126277.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126277,Acipenser nudiventris,"Lovetsky, 1828",superseded combination,Species,1815706.0,Huso nudiventris,Acipenseriformes,Acipenseridae,Acipenser,1.0,1.0,1.0,0.0,,2025-05-30T16:21:57.263Z,1815706.0,acipenser nudiventris,61967,8279,aphia
7903,126278,Acipenser stellatus,[],-,long_list,-,superseded combination,-,Species,1.0,1.0,1.0,0.0,,2025-05-30 16:21:57,2065.0,Acipenseriformes,Acipenseridae,Acipenser,"Pallas, 1771",Starry sturgeon,demersal,Acipenserinae,10.0,100.0,,,250.0,125.0,80000.0,10.0,20.0,acipenser stellatus,126278,7903,7903,Acipenser stellatus,-,Acipenseridae,long_list,-,-,-,126278.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126278,Acipenser stellatus,"Pallas, 1771",superseded combination,Species,1815709.0,Huso stellatus,Acipenseriformes,Acipenseridae,Acipenser,1.0,1.0,1.0,0.0,,2025-05-30T16:21:57.263Z,1815709.0,acipenser stellatus,7903,8284,aphia
61674,126279,Acipenser sturio,[],-,long_list,-,accepted,-,Species,1.0,1.0,1.0,0.0,,2008-01-15 17:27:08,2066.0,Acipenseriformes,Acipenseridae,Acipenser,"Linnaeus, 1758",Sturgeon,demersal,Acipenserinae,4.0,93.0,5.0,60.0,600.0,125.0,400000.0,10.0,18.0,acipenser sturio,126279,61674,61674,Acipenser sturio,-,Acipenseridae,long_list,-,-,-,126279.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126279,Acipenser sturio,"Linnaeus, 1758",accepted,Species,126279.0,Acipenser sturio,Acipenseriformes,Acipenseridae,Acipenser,1.0,1.0,1.0,0.0,,2008-01-15T17:27:08.177Z,126279.0,acipenser sturio,61674,8285,aphia
61971,126280,Huso huso,[],-,long_list,-,accepted,-,Species,1.0,1.0,1.0,0.0,,2008-01-15 17:27:08,2067.0,Acipenseriformes,Acipenseridae,Huso,"(Linnaeus, 1758)",Beluga,pelagic-neritic,Acipenserinae,70.0,180.0,,,800.0,215.0,3200000.0,10.0,20.0,huso huso,126280,61971,61971,Huso huso,-,Acipenseridae,long_list,-,-,-,126280.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126280,Huso huso,"(Linnaeus, 1758)",accepted,Species,126280.0,Huso huso,Acipenseriformes,Acipenseridae,Huso,1.0,1.0,1.0,0.0,,2008-01-15T17:27:08.177Z,126280.0,huso huso,61971,8288,aphia
7936,126281,Anguilla anguilla,[],-,long_list,-,accepted,-,Species,1.0,1.0,1.0,0.0,,2008-01-15 17:27:08,35.0,Anguilliformes,Anguillidae,Anguilla,"(Linnaeus, 1758)",European eel,demersal,,0.0,700.0,,,121.5,35.0,6599.0,4.0,20.0,anguilla anguilla,126281,7936,7936,Anguilla anguilla,-,Anguillidae,long_list,-,-,-,126281.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126281,Anguilla anguilla,"(Linnaeus, 1758)",accepted,Species,126281.0,Anguilla anguilla,Anguilliformes,Anguillidae,Anguilla,1.0,1.0,1.0,0.0,,2008-01-15T17:27:08.177Z,126281.0,anguilla anguilla,7936,8491,aphia
2420059,126282,Chlopsis bicolor,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,11949.0,Anguilliformes,Chlopsidae,Chlopsis,"Rafinesque, 1810",Bicolor eel,demersal,,80.0,365.0,,,42.0,,,,,chlopsis bicolor,126282,2420059,2420059,Chlopsis bicolor,-,Chlopsidae,long_list,-,-,-,126282.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126282,Chlopsis bicolor,"Rafinesque, 1810",accepted,Species,126282.0,Chlopsis bicolor,Anguilliformes,Chlopsidae,Chlopsis,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,126282.0,chlopsis bicolor,2420059,8512,aphia
182421,126283,Ariosoma balearicum,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,1744.0,Anguilliformes,Congridae,Ariosoma,"(Delaroche, 1809)",Bandtooth conger,reef-associated,Bathymyrinae,1.0,732.0,20.0,100.0,35.0,25.0,,,,ariosoma balearicum,126283,182421,182421,Ariosoma balearicum,-,Congridae,long_list,-,-,-,126283.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126283,Ariosoma balearicum,"(Delaroche, 1809)",accepted,Species,126283.0,Ariosoma balearicum,Anguilliformes,Congridae,Ariosoma,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,126283.0,ariosoma balearicum,182421,8528,aphia
391202,126284,Bathyuroconger vicinus,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,9061.0,Anguilliformes,Congridae,Bathyuroconger,"(Vaillant, 1888)",Large-toothed conger,benthopelagic,Congrinae,50.0,1318.0,900.0,1000.0,88.0,,,,,bathyuroconger vicinus,126284,391202,391202,Bathyuroconger vicinus,-,Congridae,long_list,-,-,-,126284.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126284,Bathyuroconger vicinus,"(Vaillant, 1888)",accepted,Species,126284.0,Bathyuroconger vicinus,Anguilliformes,Congridae,Bathyuroconger,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,126284.0,bathyuroconger vicinus,391202,8552,aphia
82655,126285,Conger conger,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,301.0,Anguilliformes,Congridae,Conger,"(Linnaeus, 1758)",European conger,demersal,Congrinae,0.0,1171.0,,,300.0,100.0,110000.0,,,conger conger,126285,82655,82655,Conger conger,-,Congridae,long_list,-,-,-,126285.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126285,Conger conger,"(Linnaeus, 1758)",accepted,Species,126285.0,Conger conger,Anguilliformes,Congridae,Conger,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,126285.0,conger conger,82655,8555,aphia
1986965,126288,Heteroconger longissimus,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,9062.0,Anguilliformes,Congridae,Heteroconger,"Günther, 1870",Brown garden eel,reef-associated,Heterocongrinae,10.0,60.0,20.0,60.0,51.0,,,,,heteroconger longissimus,126288,1986965,1986965,Heteroconger longissimus,-,Congridae,long_list,-,-,-,126288.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126288,Heteroconger longissimus,"Günther, 1870",accepted,Species,126288.0,Heteroconger longissimus,Anguilliformes,Congridae,Heteroconger,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,126288.0,heteroconger longissimus,1986965,8580,aphia
2587481,126289,Paraconger macrops,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,16331.0,Anguilliformes,Congridae,Paraconger,"(Günther, 1870)",Blackspot conger,demersal,Bathymyrinae,30.0,100.0,,,50.0,,,,,paraconger macrops,126289,2587481,2587481,Paraconger macrops,-,Congridae,long_list,-,-,-,126289.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126289,Paraconger macrops,"(Günther, 1870)",accepted,Species,126289.0,Paraconger macrops,Anguilliformes,Congridae,Paraconger,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,126289.0,paraconger macrops,2587481,8591,aphia
