ncbi_taxon_id_left,aphia_id_left,species_canonical,synonyms,subspecies_left,target_list_status_left,sequencing_status_left,status_left,publication_id_left,rank_left,isMarine_left,isBrackish_left,isFreshwater_left,isTerrestrial_left,isExtinct_left,modified_left,spec_code,order_left,family_x_left,Genus,authority_left,FBname,DemersPelag,Subfamily,depth_min_in_m,depth_max_in_m,common_depth_min,common_depth_max,length_max_in_cm,common_length_in_cm,weight_max_in_g,TempMin,TempMax,__norm_name_left,__aphia,__ncbi_left,ncbi_taxon_id_right,species,subspecies_right,family_x_right,target_list_status_right,sequencing_status_right,synonym,publication_id_right,aphia_id_right,url,scientificname,authority_right,status_right,rank_right,valid_AphiaID,valid_name,order_right,family_y,genus,isMarine_right,isBrackish_right,isFreshwater_right,isTerrestrial_right,isExtinct_right,modified_right,aphia_id_effective,__norm_name_right,__ncbi_right,__source_index,__match_type
1812871,271963,Ophichthus macrochir,[],-,long_list,-,accepted,-,Species,1.0,1.0,0.0,0.0,,2008-01-15 17:27:08,59840.0,Anguilliformes,Ophichthidae,Ophichthus,"(Bleeker, 1853)",Bigfin snake eel,demersal,Ophichthinae,0.0,25.0,,,92.0,,,,,ophichthus macrochir,271963,1812871,1812871,Ophichthus macrochir,-,Ophichthidae,long_list,-,-,-,271963.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271963,Ophichthus macrochir,"(Bleeker, 1853)",accepted,Species,271963.0,Ophichthus macrochir,Anguilliformes,Ophichthidae,Ophichthus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z,271963.0,ophichthus macrochir,1812871,8838,aphia
2684832,271968,Ophichthus megalops,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,53867.0,Anguilliformes,Ophichthidae,Ophichthus,"Asano, 1987",,demersal,Ophichthinae,,360.0,,,33.2000007629395,,,,,ophichthus megalops,271968,2684832,2684832,Ophichthus megalops,-,Ophichthidae,long_list,-,-,-,271968.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271968,Ophichthus megalops,"Asano, 1987",accepted,Species,271968.0,Ophichthus megalops,Anguilliformes,Ophichthidae,Ophichthus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,271968.0,ophichthus megalops,2684832,8840,aphia
2684833,271972,Ophichthus mystacinus,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,54536.0,Anguilliformes,Ophichthidae,Ophichthus,"McCosker, 1999",,bathydemersal,Ophichthinae,371.0,824.0,,,42.9000015258789,,,,,ophichthus mystacinus,271972,2684833,2684833,Ophichthus mystacinus,-,Ophichthidae,long_list,-,-,-,271972.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271972,Ophichthus mystacinus,"McCosker, 1999",accepted,Species,271972.0,Ophichthus mystacinus,Anguilliformes,Ophichthidae,Ophichthus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,271972.0,ophichthus mystacinus,2684833,8841,aphia
2048755,271976,Ophichthus remiger,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,50708.0,Anguilliformes,Ophichthidae,Ophichthus,"(Valenciennes, 1837)",Punctuated snake-eel,demersal,Ophichthinae,15.0,277.0,,,85.0,60.0,,,,ophichthus remiger,271976,2048755,2048755,Ophichthus remiger,-,Ophichthidae,long_list,-,-,-,271976.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271976,Ophichthus remiger,"(Valenciennes, 1837)",accepted,Species,271976.0,Ophichthus remiger,Anguilliformes,Ophichthidae,Ophichthus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,271976.0,ophichthus remiger,2048755,8845,aphia
54918,271977,Ophichthus rex,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,12008.0,Anguilliformes,Ophichthidae,Ophichthus,"Böhlke & Caruso, 1980",King snake eel,demersal,Ophichthinae,,64.0,,,211.0,,23580.0,,,ophichthus rex,271977,54918,54918,Ophichthus rex,-,Ophichthidae,long_list,-,-,-,271977.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271977,Ophichthus rex,"Böhlke & Caruso, 1980",accepted,Species,271977.0,Ophichthus rex,Anguilliformes,Ophichthidae,Ophichthus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,271977.0,ophichthus rex,54918,8846,aphia
1961911,271979,Ophichthus rotundus,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,59364.0,Anguilliformes,Ophichthidae,Ophichthus,"Lee & Asano, 1997",,demersal,Ophichthinae,,,,,79.3000030517578,,,,,ophichthus rotundus,271979,1961911,1961911,Ophichthus rotundus,-,Ophichthidae,long_list,-,-,-,271979.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271979,Ophichthus rotundus,"Lee & Asano, 1997",accepted,Species,271979.0,Ophichthus rotundus,Anguilliformes,Ophichthidae,Ophichthus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,271979.0,ophichthus rotundus,1961911,8847,aphia
2042706,271982,Ophichthus singapurensis,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,59377.0,Anguilliformes,Ophichthidae,Ophichthus,"Bleeker, 1864-65",,demersal,Ophichthinae,,,,,,,,,,ophichthus singapurensis,271982,2042706,2042706,Ophichthus singapurensis,-,Ophichthidae,long_list,-,-,-,271982.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271982,Ophichthus singapurensis,"Bleeker, 1864-65",accepted,Species,271982.0,Ophichthus singapurensis,Anguilliformes,Ophichthidae,Ophichthus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,271982.0,ophichthus singapurensis,2042706,8851,aphia
875770,271987,Ophichthus triserialis,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,2657.0,Anguilliformes,Ophichthidae,Ophichthus,"(Kaup, 1856)",Pacific snake eel,demersal,Ophichthinae,1.0,155.0,,,121.5,80.0,373.25,,,ophichthus triserialis,271987,875770,875770,Ophichthus triserialis,-,Ophichthidae,long_list,-,-,-,271987.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271987,Ophichthus triserialis,"(Kaup, 1856)",accepted,Species,271987.0,Ophichthus triserialis,Anguilliformes,Ophichthidae,Ophichthus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,271987.0,ophichthus triserialis,875770,8853,aphia
1522379,271989,Ophichthus urolophus,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,10406.0,Anguilliformes,Ophichthidae,Ophichthus,"(Temminck & Schlegel, 1846)",Manetail snake eel,demersal,Ophichthinae,,,,,61.5,,,,,ophichthus urolophus,271989,1522379,1522379,Ophichthus urolophus,-,Ophichthidae,long_list,-,-,-,271989.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271989,Ophichthus urolophus,"(Temminck & Schlegel, 1846)",accepted,Species,271989.0,Ophichthus urolophus,Anguilliformes,Ophichthidae,Ophichthus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,271989.0,ophichthus urolophus,1522379,8854,aphia
319751,271991,Ophichthus zophochir,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,2658.0,Anguilliformes,Ophichthidae,Ophichthus,"Jordan & Gilbert, 1882",Yellow snake eel,demersal,Ophichthinae,1.0,110.0,,,98.0,50.0,,,,ophichthus zophochir,271991,319751,319751,Ophichthus zophochir,-,Ophichthidae,long_list,-,-,-,271991.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271991,Ophichthus zophochir,"Jordan & Gilbert, 1882",accepted,Species,271991.0,Ophichthus zophochir,Anguilliformes,Ophichthidae,Ophichthus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,271991.0,ophichthus zophochir,319751,8855,aphia
118157,271992,Ophisurus macrorhynchos,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,12980.0,Anguilliformes,Ophichthidae,Ophisurus,"Bleeker, 1853",,demersal,Ophichthinae,,,,,207.0,60.0,,,,ophisurus macrorhynchos,271992,118157,118157,Ophisurus macrorhynchos,-,Ophichthidae,long_list,-,-,-,271992.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271992,Ophisurus macrorhynchos,"Bleeker, 1853",accepted,Species,271992.0,Ophisurus macrorhynchos,Anguilliformes,Ophichthidae,Ophisurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,271992.0,ophisurus macrorhynchos,118157,8856,aphia
557366,272002,Serrivomer jesperseni,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,24468.0,Anguilliformes,Serrivomeridae,Serrivomer,"Bauchot-Boutin, 1953",Crossthroat sawpalate,bathypelagic,,,825.0,,,67.0,,,,,serrivomer jesperseni,272002,557366,557366,Serrivomer jesperseni,-,Serrivomeridae,long_list,-,-,-,272002.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272002,Serrivomer jesperseni,"Bauchot-Boutin, 1953",accepted,Species,272002.0,Serrivomer jesperseni,Anguilliformes,Serrivomeridae,Serrivomer,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272002.0,serrivomer jesperseni,557366,8877,aphia
189926,272003,Serrivomer samoensis,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,46952.0,Anguilliformes,Serrivomeridae,Serrivomer,"Bauchot, 1959",Samoa sawtooth eel,bathypelagic,,,2250.0,,,63.0,,,,,serrivomer samoensis,272003,189926,189926,Serrivomer samoensis,-,Serrivomeridae,long_list,-,-,-,272003.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272003,Serrivomer samoensis,"Bauchot, 1959",accepted,Species,272003.0,Serrivomer samoensis,Anguilliformes,Serrivomeridae,Serrivomer,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272003.0,serrivomer samoensis,189926,8879,aphia
290102,272005,Serrivomer sector,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2017-08-18 10:28:24,11483.0,Anguilliformes,Serrivomeridae,Serrivomer,"Garman, 1899",Sawtooth eel,bathypelagic,,0.0,3243.0,305.0,,76.0,,,,,serrivomer sector,272005,290102,290102,Serrivomer sector,-,Serrivomeridae,long_list,-,-,-,272005.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272005,Serrivomer sector,"Garman, 1899",accepted,Species,272005.0,Serrivomer sector,Anguilliformes,Serrivomeridae,Serrivomer,1.0,0.0,0.0,0.0,,2017-08-18T10:28:24.920Z,272005.0,serrivomer sector,290102,8880,aphia
2152985,272011,Dysomma melanurum,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,58296.0,Anguilliformes,Synaphobranchidae,Dysomma,"Chen & Weng, 1967",,demersal,Ilyophinae,,,,,29.7000007629395,,,,,dysomma melanurum,272011,2152985,2152985,Dysomma melanurum,-,Synaphobranchidae,long_list,-,-,-,272011.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272011,Dysomma melanurum,"Chen & Weng, 1967",accepted,Species,272011.0,Dysomma melanurum,Anguilliformes,Synaphobranchidae,Dysomma,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272011.0,dysomma melanurum,2152985,8884,aphia
2696609,272017,Histiobranchus bruuni,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,24270.0,Anguilliformes,Synaphobranchidae,Histiobranchus,"Castle, 1964",Bruun's cutthroat,benthopelagic,Synaphobranchinae,3493.0,4974.0,,,69.0,,,,,histiobranchus bruuni,272017,2696609,2696609,Histiobranchus bruuni,-,Synaphobranchidae,long_list,-,-,-,272017.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272017,Histiobranchus bruuni,"Castle, 1964",accepted,Species,272017.0,Histiobranchus bruuni,Anguilliformes,Synaphobranchidae,Histiobranchus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272017.0,histiobranchus bruuni,2696609,8889,aphia
1604526,272018,Ilyophis nigeli,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,52411.0,Anguilliformes,Synaphobranchidae,Ilyophis,"Shcherbachev & Sulak, 1997",,bathydemersal,Ilyophinae,700.0,1800.0,,,,,,,,ilyophis nigeli,272018,1604526,1604526,Ilyophis nigeli,-,Synaphobranchidae,long_list,-,-,-,272018.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272018,Ilyophis nigeli,"Shcherbachev & Sulak, 1997",accepted,Species,272018.0,Ilyophis nigeli,Anguilliformes,Synaphobranchidae,Ilyophis,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272018.0,ilyophis nigeli,1604526,8891,aphia
1867366,272022,Synaphobranchus oregoni,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,54273.0,Anguilliformes,Synaphobranchidae,Synaphobranchus,"Castle, 1960",,bathydemersal,Synaphobranchinae,512.0,1900.0,,,111.0,,,3.20000004768372,6.69999980926514,synaphobranchus oregoni,272022,1867366,1867366,Synaphobranchus oregoni,-,Synaphobranchidae,long_list,-,-,-,272022.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272022,Synaphobranchus oregoni,"Castle, 1960",accepted,Species,272022.0,Synaphobranchus oregoni,Anguilliformes,Synaphobranchidae,Synaphobranchus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272022.0,synaphobranchus oregoni,1867366,8898,aphia
1263181,272023,Guentherus altivela,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,9149.0,Ateleopodiformes,Ateleopodidae,Guentherus,"Osório, 1917",Jellynose,bathydemersal,,200.0,800.0,,,200.0,,,,,guentherus altivela,272023,1263181,1263181,Guentherus altivela,-,Ateleopodidae,long_list,-,-,-,272023.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272023,Guentherus altivela,"Osório, 1917",accepted,Species,272023.0,Guentherus altivela,Ateleopodiformes,Ateleopodidae,Guentherus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272023.0,guentherus altivela,1263181,8954,aphia
143307,272024,Ijimaia dofleini,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,23356.0,Ateleopodiformes,Ateleopodidae,Ijimaia,"Sauter, 1905",,bathydemersal,,,1281.0,,,170.0,,,,,ijimaia dofleini,272024,143307,143307,Ijimaia dofleini,-,Ateleopodidae,long_list,-,-,-,272024.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272024,Ijimaia dofleini,"Sauter, 1905",accepted,Species,272024.0,Ijimaia dofleini,Ateleopodiformes,Ateleopodidae,Ijimaia,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272024.0,ijimaia dofleini,143307,8957,aphia
87785,272027,Atherina boyeri,[],-,long_list,-,accepted,-,Species,1.0,1.0,1.0,0.0,,2013-01-08 11:20:45,1696.0,Atheriniformes,Atherinidae,Atherina,"Risso, 1810",Big-scale sand smelt,demersal,Atherininae,1.0,,,,20.0,,,,,atherina boyeri,272027,87785,87785,Atherina boyeri,-,Atherinidae,long_list,-,-,-,272027.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272027,Atherina boyeri,"Risso, 1810",accepted,Species,272027.0,Atherina boyeri,Atheriniformes,Atherinidae,Atherina,1.0,1.0,1.0,0.0,,2013-01-08T11:20:45.073Z,272027.0,atherina boyeri,87785,8959,aphia
238709,272028,Atherina hepsetus,[],-,long_list,-,accepted,-,Species,1.0,1.0,1.0,0.0,,2017-07-20 07:00:16,1697.0,Atheriniformes,Atherinidae,Atherina,"Linnaeus, 1758",Mediterranean sand smelt,pelagic-neritic,Atherininae,,,,,20.0,15.0,,,,atherina hepsetus,272028,238709,238709,Atherina hepsetus,-,Atherinidae,long_list,-,-,-,272028.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272028,Atherina hepsetus,"Linnaeus, 1758",accepted,Species,272028.0,Atherina hepsetus,Atheriniformes,Atherinidae,Atherina,1.0,1.0,1.0,0.0,,2017-07-20T07:00:16.353Z,272028.0,atherina hepsetus,238709,8961,aphia
2575616,272029,Atherina lopeziana,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,9028.0,Atheriniformes,Atherinidae,Atherina,"Rossignol & Blache, 1961",,pelagic-neritic,Atherininae,,,,,8.0,,,,,atherina lopeziana,272029,2575616,2575616,Atherina lopeziana,-,Atherinidae,long_list,-,-,-,272029.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272029,Atherina lopeziana,"Rossignol & Blache, 1961",accepted,Species,272029.0,Atherina lopeziana,Atheriniformes,Atherinidae,Atherina,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272029.0,atherina lopeziana,2575616,8962,aphia
303921,272030,Atherina presbyter,[],-,long_list,-,accepted,-,Species,1.0,1.0,0.0,0.0,,2013-01-08 11:20:45,45.0,Atheriniformes,Atherinidae,Atherina,"Cuvier, 1829",Sand smelt,pelagic-neritic,Atherininae,1.0,10.0,,,20.0,,,,,atherina presbyter,272030,303921,303921,Atherina presbyter,-,Atherinidae,long_list,-,-,-,272030.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272030,Atherina presbyter,"Cuvier, 1829",accepted,Species,272030.0,Atherina presbyter,Atheriniformes,Atherinidae,Atherina,1.0,1.0,0.0,0.0,,2013-01-08T11:20:45.073Z,272030.0,atherina presbyter,303921,8963,aphia
429650,272034,Atherinomorus endrachtensis,[],-,long_list,-,accepted,-,Species,1.0,1.0,0.0,0.0,,2008-01-15 17:27:08,5228.0,Atheriniformes,Atherinidae,Atherinomorus,"(Quoy & Gaimard, 1825)",Eendracht Land silverside,reef-associated,Atherinomorinae,,,,,9.0,,,,,atherinomorus endrachtensis,272034,429650,429650,Atherinomorus endrachtensis,-,Atherinidae,long_list,-,-,-,272034.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272034,Atherinomorus endrachtensis,"(Quoy & Gaimard, 1825)",accepted,Species,272034.0,Atherinomorus endrachtensis,Atheriniformes,Atherinidae,Atherinomorus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272034.0,atherinomorus endrachtensis,429650,8967,aphia
2012906,272035,Atherinomorus insularum,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,15025.0,Atheriniformes,Atherinidae,Atherinomorus,"(Jordan & Evermann, 1903)",Hawaiian Islands silverside,pelagic-neritic,Atherinomorinae,0.0,2.0,,,9.80000019073486,,9.0,,,atherinomorus insularum,272035,2012906,2012906,Atherinomorus insularum,-,Atherinidae,long_list,-,-,-,272035.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272035,Atherinomorus insularum,"(Jordan & Evermann, 1903)",accepted,Species,272035.0,Atherinomorus insularum,Atheriniformes,Atherinidae,Atherinomorus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272035.0,atherinomorus insularum,2012906,8969,aphia
2961586,272036,Atherinomorus lineatus,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,15087.0,Atheriniformes,Atherinidae,Atherinomorus,"(Günther, 1872)",Lined silverside,demersal,Atherinomorinae,,,,,7.5,,,,,atherinomorus lineatus,272036,2961586,2961586,Atherinomorus lineatus,-,Atherinidae,long_list,-,-,-,272036.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272036,Atherinomorus lineatus,"(Günther, 1872)",accepted,Species,272036.0,Atherinomorus lineatus,Atheriniformes,Atherinidae,Atherinomorus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272036.0,atherinomorus lineatus,2961586,8971,aphia
1394997,272037,Atherinomorus regina,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,15106.0,Atheriniformes,Atherinidae,Atherinomorus,"(Seale, 1910)",Culion silverside,demersal,Atherinomorinae,,,,,7.0,,,,,atherinomorus regina,272037,1394997,1394997,Atherinomorus regina,-,Atherinidae,long_list,-,-,-,272037.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272037,Atherinomorus regina,"(Seale, 1910)",accepted,Species,272037.0,Atherinomorus regina,Atheriniformes,Atherinidae,Atherinomorus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272037.0,atherinomorus regina,1394997,8973,aphia
94911,272038,Atherinomorus stipes,[],-,long_list,-,accepted,-,Species,1.0,1.0,1.0,0.0,,2008-01-15 17:27:08,3234.0,Atheriniformes,Atherinidae,Atherinomorus,"(Müller & Troschel, 1848)",Hardhead silverside,reef-associated,Atherinomorinae,,,,,10.0,7.5,,,,atherinomorus stipes,272038,94911,94911,Atherinomorus stipes,-,Atherinidae,long_list,-,-,-,272038.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272038,Atherinomorus stipes,"(Müller & Troschel, 1848)",accepted,Species,272038.0,Atherinomorus stipes,Atheriniformes,Atherinidae,Atherinomorus,1.0,1.0,1.0,0.0,,2008-01-15T17:27:08.177Z,272038.0,atherinomorus stipes,94911,8974,aphia
753897,272039,Atherinomorus vaigiensis,[],-,long_list,-,accepted,-,Species,1.0,1.0,0.0,0.0,,2008-01-15 17:27:08,61247.0,Atheriniformes,Atherinidae,Atherinomorus,"(Quoy & Gaimard, 1825)",Ogilby's hardyhead,pelagic-neritic,Atherinomorinae,,,,,17.0,,,,,atherinomorus vaigiensis,272039,753897,753897,Atherinomorus vaigiensis,-,Atherinidae,long_list,-,-,-,272039.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272039,Atherinomorus vaigiensis,"(Quoy & Gaimard, 1825)",accepted,Species,272039.0,Atherinomorus vaigiensis,Atheriniformes,Atherinidae,Atherinomorus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272039.0,atherinomorus vaigiensis,753897,8975,aphia
557333,272040,Anotopterus nikparini,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,60529.0,Aulopiformes,Anotopteridae,Anotopterus,"Kukuev, 1998",North Pacific daggertooth,bathypelagic,,0.0,2750.0,0.0,700.0,146.0,,1650.0,,,anotopterus nikparini,272040,557333,557333,Anotopterus nikparini,-,Anotopteridae,long_list,-,-,-,272040.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272040,Anotopterus nikparini,"Kukuev, 1998",accepted,Species,272040.0,Anotopterus nikparini,Aulopiformes,Anotopteridae,Anotopterus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272040.0,anotopterus nikparini,557333,9033,aphia
390685,272050,Chlorophthalmus acutifrons,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,12984.0,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,"Hiyama, 1940",Greeneye,demersal,,200.0,950.0,,,30.0,20.0,,,,chlorophthalmus acutifrons,272050,390685,390685,Chlorophthalmus acutifrons,-,Chlorophthalmidae,long_list,-,-,-,272050.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272050,Chlorophthalmus acutifrons,"Hiyama, 1940",accepted,Species,272050.0,Chlorophthalmus acutifrons,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272050.0,chlorophthalmus acutifrons,390685,9045,aphia
197544,272051,Chlorophthalmus albatrossis,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,10415.0,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,"Jordan & Starks, 1904",,bathydemersal,,300.0,350.0,,,15.0,13.0,,,,chlorophthalmus albatrossis,272051,197544,197544,Chlorophthalmus albatrossis,-,Chlorophthalmidae,long_list,-,-,-,272051.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272051,Chlorophthalmus albatrossis,"Jordan & Starks, 1904",accepted,Species,272051.0,Chlorophthalmus albatrossis,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272051.0,chlorophthalmus albatrossis,197544,9047,aphia
1432149,272053,Chlorophthalmus borealis,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,58727.0,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,"Kuronuma & Yamaguchi, 1941",,bathydemersal,,244.0,262.0,,,14.6000003814697,,,,,chlorophthalmus borealis,272053,1432149,1432149,Chlorophthalmus borealis,-,Chlorophthalmidae,long_list,-,-,-,272053.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272053,Chlorophthalmus borealis,"Kuronuma & Yamaguchi, 1941",accepted,Species,272053.0,Chlorophthalmus borealis,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272053.0,chlorophthalmus borealis,1432149,9048,aphia
1273178,272056,Chlorophthalmus corniger,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,58728.0,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,"Alcock, 1894",Spinyjaw greeneye,bathydemersal,,265.0,458.0,,,17.0,12.0,,,,chlorophthalmus corniger,272056,1273178,1273178,Chlorophthalmus corniger,-,Chlorophthalmidae,long_list,-,-,-,272056.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272056,Chlorophthalmus corniger,"Alcock, 1894",accepted,Species,272056.0,Chlorophthalmus corniger,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272056.0,chlorophthalmus corniger,1273178,9049,aphia
1432134,272058,Chlorophthalmus mento,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,50086.0,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,"Garman, 1899",,bathydemersal,,384.0,523.0,,,16.6000003814697,,,,,chlorophthalmus mento,272058,1432134,1432134,Chlorophthalmus mento,-,Chlorophthalmidae,long_list,-,-,-,272058.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272058,Chlorophthalmus mento,"Garman, 1899",accepted,Species,272058.0,Chlorophthalmus mento,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272058.0,chlorophthalmus mento,1432134,9050,aphia
197546,272059,Chlorophthalmus nigromarginatus,[],-,long_list,-,accepted,-,Species,1.0,0.0,0.0,0.0,,2008-01-15 17:27:08,10704.0,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,"Kamohara, 1953",Blackedge greeneye,demersal,,184.0,285.0,,,23.0,,91.0,,,chlorophthalmus nigromarginatus,272059,197546,197546,Chlorophthalmus nigromarginatus,-,Chlorophthalmidae,long_list,-,-,-,272059.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272059,Chlorophthalmus nigromarginatus,"Kamohara, 1953",accepted,Species,272059.0,Chlorophthalmus nigromarginatus,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z,272059.0,chlorophthalmus nigromarginatus,197546,9051,aphia
